State,County,GeoFIPS,Region,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IN,Steuben," ""18151""",3,Population (persons) 1/,Number of persons,19892,20241,20733,21122,21695,22927,23002,23306,23829,24445,24862,24733,24832,24589,24501,24945,25314,25818,26583,27051,27323,27489,27879,28509,29072,29703,30696,31444,31846,32405,32867,33339,33556,33496,33789,33718,33926,34044,34004,34055,34194,34109,34068,34158,34371,34491,34469,34329,34384,34487,34594
IN,Sullivan," ""18153""",3,Population (persons) 1/,Number of persons,20094,19865,19930,20137,20365,19984,20268,20563,20974,20981,21007,21094,20998,20595,20287,20202,19966,19718,19470,19174,19049,18997,18994,19029,19342,20119,20574,20861,21565,21509,21758,21756,21771,21792,21801,21809,21689,21540,21558,21550,21483,21390,21218,21203,21138,20995,20874,20710,20700,20696,20669
IN,Switzerland," ""18155""",3,Population (persons) 1/,Number of persons,6385,6323,6418,6427,6551,6642,6804,6992,6884,6963,6946,7174,7244,7371,7421,7195,7333,7491,7540,7462,7615,7763,7810,7977,8084,8105,8234,8349,8630,8812,8965,9129,9465,9711,9722,9863,10165,10151,10271,10387,10541,10717,10632,10462,10598,10564,10614,10641,10686,10731,10751
IN,Tippecanoe," ""18157""",3,Population (persons) 1/,Number of persons,107325,109509,110972,114333,113442,115562,115363,117166,118684,120135,121618,121958,122714,124167,124719,124819,125662,125958,126712,128267,130716,130799,133136,135051,137960,139722,142020,144268,145016,146180,147779,149359,151095,152348,154040,155832,158834,163010,166226,169039,171937,173104,175861,179124,181953,184433,186723,190292,191199,193817,195732
IN,Tipton," ""18159""",3,Population (persons) 1/,Number of persons,16595,16615,16606,16516,16731,16563,16878,16724,16855,16851,16906,16785,16613,16461,16198,16176,16241,16334,16262,16165,16063,16141,16093,16105,16298,16299,16364,16379,16365,16590,16559,16582,16508,16529,16511,16510,16411,16326,16257,16137,16046,15878,15816,15659,15544,15405,15249,15163,15137,15112,15148
IN,Union," ""18161""",3,Population (persons) 1/,Number of persons,6578,6603,6733,6641,6741,6681,6763,6796,6717,6890,6916,6869,6889,6887,6886,6976,7099,7031,6962,6988,6955,6987,7043,7140,7281,7316,7351,7342,7320,7275,7348,7343,7323,7366,7293,7291,7378,7432,7467,7428,7466,7537,7496,7352,7307,7241,7185,7139,7159,7029,7054
IN,Vanderburgh," ""18163""",3,Population (persons) 1/,Number of persons,168667,168885,170044,168507,167409,166072,165047,165095,165430,166323,166050,167471,166920,166793,166765,167152,167139,166501,166007,165424,165004,165282,166286,167729,168891,169695,169890,171101,171691,171614,171966,172052,172449,173067,174239,175113,175769,176822,177789,178053,178995,179842,180468,181040,181580,181934,181504,181427,180954,181120,181451
IN,Vermillion," ""18165""",3,Population (persons) 1/,Number of persons,16856,16869,17290,17416,17534,17319,17276,17375,17711,17872,17930,18252,18304,18240,17911,17784,17655,17454,17197,17086,16903,16753,16609,16576,16742,16663,16713,16706,16861,16797,16750,16772,16639,16556,16493,16515,16603,16585,16561,16387,16377,16116,16072,15923,15852,15659,15593,15593,15503,15510,15498
IN,Vigo," ""18167""",3,Population (persons) 1/,Number of persons,114885,114767,115602,114792,113044,111247,111102,111353,111399,111068,110750,112248,111449,111309,110632,109946,109738,108616,107722,107143,106584,106122,106613,107486,107937,107589,107583,107885,107023,106531,106231,105762,105482,105221,105356,104662,105245,106509,106885,106972,107429,107888,108330,108523,108200,107920,107533,107790,107569,107367,107038
IN,Wabash," ""18169""",3,Population (persons) 1/,Number of persons,35304,35532,35483,35465,35347,35445,35372,35335,35515,35903,36231,36582,36269,35992,35366,35212,35004,34956,35165,35114,34991,35117,35020,34875,34829,34970,35132,35106,35088,34918,34946,34993,34700,34488,34325,34131,33806,33665,33361,33238,33036,32848,32567,32386,32269,32100,31860,31513,31380,31198,30996
IN,Warren," ""18171""",3,Population (persons) 1/,Number of persons,8699,8661,8612,8672,8804,8673,8672,8830,8862,8964,9023,8987,9013,8908,8790,8516,8330,8266,8258,8286,8248,8171,8149,8152,8166,8150,8264,8173,8219,8308,8346,8435,8553,8598,8589,8609,8626,8625,8554,8602,8533,8521,8470,8392,8369,8339,8270,8165,8204,8280,8265
IN,Warrick," ""18173""",3,Population (persons) 1/,Number of persons,27576,28229,29491,30851,32593,33963,35107,36208,37828,39761,41059,41615,42087,42818,42969,43357,43913,44186,44642,44877,44915,44981,45719,46376,47243,48209,48919,49626,50518,51105,51919,52531,52780,53317,54439,55171,56066,56746,57754,58435,59197,59839,60201,60347,60852,60956,61522,62005,62401,62474,62998
IN,Washington," ""18175""",3,Population (persons) 1/,Number of persons,19160,19297,19415,19575,19775,20035,20437,20748,20975,21359,21589,21953,21994,22177,22274,22454,22797,23253,23359,23654,23660,23715,23880,24163,24540,24851,25432,25905,26271,26822,27152,27247,27484,27674,27736,27854,27893,28164,28236,28298,28144,28292,28196,27913,27779,27886,27774,27728,27771,27932,28036
IN,Wayne," ""18177""",3,Population (persons) 1/,Number of persons,78695,79143,79422,79201,78737,78811,77757,77126,77297,76710,76348,75997,75584,75095,74260,73948,73153,72531,72492,72384,71911,71998,72018,72028,72387,72388,72438,72084,71923,71557,71244,71033,70712,70545,70490,70070,69793,69642,69365,69093,68984,68889,68636,68224,67785,67378,66972,66630,66179,66046,65884
IN,Wells," ""18179""",3,Population (persons) 1/,Number of persons,23542,23890,24341,24717,25090,25120,25341,25389,25472,25625,25569,25413,25408,25385,25324,24978,24988,25185,25733,25964,26032,25964,26097,26225,26373,26530,26868,27080,27321,27497,27521,27619,27626,27745,27803,27826,27820,27872,27836,27751,27620,27682,27738,27707,27715,27814,27851,27865,27958,28083,28296
IN,White," ""18181""",3,Population (persons) 1/,Number of persons,20897,21049,21332,21332,21866,21989,22082,22563,22890,23293,23371,23884,23902,23990,23683,23421,23216,22975,22986,22977,23270,23285,23348,23720,23956,24090,24469,24922,24911,25171,25332,25246,25351,25240,25060,24976,24861,24830,24762,24871,24573,24683,24592,24466,24401,24433,24274,24074,24163,24133,24102
IN,Whitley," ""18183""",3,Population (persons) 1/,Number of persons,23157,23469,23882,24048,24779,25012,25263,25380,25306,25758,25833,26233,26250,26364,26005,26284,26587,26832,27100,27373,27444,27735,28020,28373,28701,28922,29288,29670,29815,30217,30607,30634,30998,31278,31621,31841,32182,32597,32853,33047,33125,33353,33358,33335,33283,33444,33444,33475,33722,34047,33964
KY,Adair," ""21001""",5,Population (persons) 1/,Number of persons,13176,13125,13611,14345,14415,14583,14696,14794,15079,15039,15135,15273,15397,15438,15296,15761,15613,15560,15220,15410,15320,15387,15553,15766,16009,16233,16564,16782,16895,16942,17054,17327,17584,17762,17924,17994,18128,18335,18493,18541,18729,18757,18987,18934,19124,19262,19162,19259,19287,19199,19202
KY,Allen," ""21003""",5,Population (persons) 1/,Number of persons,12562,12634,12919,12960,13148,13458,13699,13581,13634,13686,13794,14116,14034,13917,14025,14319,14337,14264,14234,14199,14377,14723,14803,15090,15374,15754,16091,16375,16768,17243,17658,17820,17947,18219,18434,18699,18910,19272,19540,19838,19811,20037,20176,20232,20316,20493,20660,20721,20903,21122,21315
KY,Anderson," ""21005""",5,Population (persons) 1/,Number of persons,9285,9483,9991,10165,10230,10493,10758,11043,11408,11622,11892,12631,12857,12850,12901,13179,13436,13559,13733,13972,14221,14672,15121,15607,16198,16769,17191,17764,18092,18553,18864,19151,19382,19315,19504,19714,19987,20519,20999,21088,21328,21470,21564,21694,21747,21868,21920,22191,22545,22641,22747
KY,Ballard," ""21007""",5,Population (persons) 1/,Number of persons,8274,8378,8744,8746,8424,8280,8283,8460,8535,8749,8706,8765,8612,8490,8458,8375,8445,8280,8229,8044,7963,7883,7904,7861,7871,7925,8053,8084,8187,8246,8225,8304,8225,8164,8254,8242,8269,8204,8190,8265,8204,8260,8269,8285,8252,8188,8216,8046,8018,7992,7888
KY,Barren," ""21009""",5,Population (persons) 1/,Number of persons,28627,28831,29833,30066,30810,31342,31934,32325,32984,33303,33821,34029,34024,34630,34681,34600,34204,34283,34181,33991,33823,34094,34334,34506,34968,35203,35912,36446,36914,37237,37687,38128,38517,38704,39164,39601,40320,40857,41435,41797,42171,42116,42321,42607,42937,43034,43546,43763,43746,44115,44249
KY,Bath," ""21011""",5,Population (persons) 1/,Number of persons,9219,9244,9386,9527,9561,9632,9710,9655,9695,9865,9978,10034,10046,10090,10195,9971,9921,9939,9814,9694,9655,9718,9755,9924,10048,10066,10188,10237,10480,10726,10911,11128,11280,11403,11428,11447,11538,11558,11470,11647,11544,11618,11715,11780,11975,12130,12203,12246,12381,12444,12500
KY,Bell," ""21013""",5,Population (persons) 1/,Number of persons,31460,31225,31916,32393,33069,33056,33685,34469,34488,34454,34216,34296,34076,34072,34262,33918,33514,33323,32731,31952,31930,31496,31259,31050,31143,31147,30919,30751,30592,30044,30026,30015,29561,29691,29478,29275,29130,28960,28794,28836,28667,28709,28658,28284,28031,27826,27370,27204,26863,26487,26032
KY,Boone," ""21015""",5,Population (persons) 1/,Number of persons,31679,33018,34162,34614,35822,37210,38307,39592,41428,43174,44765,46111,47070,47769,48635,49322,50347,51078,52855,54199,55892,58123,60574,62897,65318,67554,70017,72860,76162,79818,83349,87108,90277,93323,96680,100822,105456,109295,112308,115262,117461,119373,121710,123412,125022,126677,128161,129503,130952,131901,133581
KY,Bourbon," ""21017""",5,Population (persons) 1/,Number of persons,18441,18494,18718,18684,18998,18927,18956,18881,18998,19252,18932,19375,19211,19027,19052,19057,18967,19188,19088,18978,19277,19247,19297,19298,19243,19175,19178,19142,19238,19255,19340,19366,19443,19452,19563,19733,19908,19809,19891,20046,20027,19965,20051,20050,20026,20055,20166,20130,20092,20116,19788
KY,Boyd," ""21019""",5,Population (persons) 1/,Number of persons,52337,52421,52878,53144,52404,52335,52983,53141,54029,55368,55620,55453,55072,54541,54521,53763,53338,52648,51951,51295,51486,51072,51375,51245,51193,50929,50840,50688,50498,50321,49816,49627,49595,49578,49754,49542,49403,49312,49154,49244,49362,49602,49407,49224,48880,48798,48471,48121,47808,47292,46718
KY,Boyle," ""21021""",5,Population (persons) 1/,Number of persons,21098,21960,22632,22924,22965,22935,23544,24155,24427,24840,24819,24994,24646,24586,24561,25044,25211,25479,25577,25801,25759,25605,25737,25923,26249,26572,26770,27048,27178,27374,27662,27673,27472,27455,27451,27832,27922,28031,28112,28288,28297,28674,28800,29020,29632,29810,29782,29965,29972,30082,30060
KY,Bracken," ""21023""",5,Population (persons) 1/,Number of persons,7237,7258,7371,7540,7581,7689,7597,7727,7806,7753,7746,7706,7562,7604,7565,7491,7501,7583,7575,7617,7597,7801,7900,8000,8078,8062,8069,8153,8230,8278,8291,8267,8334,8408,8387,8592,8533,8484,8468,8471,8473,8513,8510,8462,8423,8359,8290,8368,8285,8278,8303
KY,Breathitt," ""21025""",5,Population (persons) 1/,Number of persons,14324,14251,14362,14757,14972,15078,15609,16341,16855,16824,17071,17001,16951,16770,16681,16462,16289,16237,16060,15816,15826,15675,15062,15217,15406,15532,15699,15758,15945,16037,16087,15999,15664,15346,15098,14975,14792,14549,14327,14249,14009,13857,13789,13612,13527,13366,13363,13177,12929,12787,12630
KY,Breckinridge," ""21027""",5,Population (persons) 1/,Number of persons,14772,14826,15164,15360,15328,15564,15732,16232,16659,16687,16779,16846,16744,16607,16557,16670,16956,16737,16812,16480,16465,16309,16436,16663,16719,16663,16922,17354,17830,18057,18422,18682,18837,19030,19209,19326,19579,19590,19819,20018,19979,20043,20272,20074,20042,19883,19979,19982,20131,20309,20477
KY,Bullitt," ""21029""",5,Population (persons) 1/,Number of persons,24976,26462,28323,30159,31062,33162,34571,36731,38953,41188,42668,43469,43850,43629,43394,43839,44617,44773,45122,46141,46666,47880,49119,50750,52745,54364,55504,56561,57279,58551,60074,61590,62596,63775,65074,66937,68620,70042,71577,72738,73743,74500,75195,75902,76878,78023,78677,79222,80269,81009,81676
KY,Butler," ""21031""",5,Population (persons) 1/,Number of persons,9701,9755,9959,10115,10423,10375,10487,10784,11121,11106,11194,11062,11031,11001,11303,11588,11335,11032,11122,11256,11289,11257,11402,11572,11702,11949,12135,12263,12495,12758,12937,12991,13015,12952,12957,13044,12900,12925,12759,12745,12670,12735,12718,12738,12704,12736,12734,12686,12778,12743,12879
KY,Caldwell," ""21033""",5,Population (persons) 1/,Number of persons,13164,13179,13252,13046,13106,13117,13399,13286,13375,13453,13515,13484,13498,13583,13483,13624,13615,13725,13539,13351,13218,13217,13062,13063,12921,13090,13140,13154,13229,13173,13155,13026,12843,12798,12802,12774,12816,12828,12882,12985,12996,13010,13027,12992,12887,12848,12748,12634,12666,12716,12747
KY,Calloway," ""21035""",5,Population (persons) 1/,Number of persons,26943,27743,27966,27663,27566,28444,28698,28742,28514,29139,29742,30060,30100,30221,29639,30558,30205,30269,30623,30502,30610,30806,30997,31586,31992,32455,32723,33113,33795,34159,34147,34160,34439,34499,34896,35327,35788,36375,36585,36686,36886,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001
KY,Campbell," ""21037""",5,Population (persons) 1/,Number of persons,88344,88611,88639,88444,86891,85609,86147,85205,84868,84409,83690,83184,82441,83347,82438,82210,81801,81997,82914,82797,83321,84077,84445,85206,86147,86813,87742,88003,88581,88540,88545,88687,88843,88596,88259,87982,88047,88036,88302,88548,89664,90623,91241,91246,91423,91971,92124,92257,92878,93464,93584
KY,Carlisle," ""21039""",5,Population (persons) 1/,Number of persons,5365,5361,5376,5272,5285,5219,5318,5357,5505,5615,5596,5499,5536,5444,5521,5470,5396,5430,5342,5323,5290,5218,5244,5243,5283,5230,5335,5338,5358,5326,5355,5336,5305,5299,5255,5261,5215,5212,5109,5093,5113,5083,5034,5027,4959,4961,4852,4783,4788,4739,4760
KY,Carroll," ""21041""",5,Population (persons) 1/,Number of persons,8468,8515,8618,8512,8996,8907,9072,8963,9075,9179,9467,9298,9391,9505,9347,9476,9495,9231,9294,9356,9325,9311,9466,9560,9623,9698,9809,9691,9835,9874,10048,10181,10193,10312,10372,10379,10511,10528,10595,10744,10852,10806,10994,10874,10838,10738,10682,10614,10714,10712,10631
KY,Carter," ""21043""",5,Population (persons) 1/,Number of persons,19936,19932,20484,20666,21242,21654,23169,23371,24184,24497,24610,25115,25273,25238,25377,25178,25016,24788,24568,24434,24192,24389,24725,24929,25331,25488,25837,26064,26322,26673,26879,26874,26991,27262,27504,27528,27767,27921,27971,27752,27785,27746,27627,27637,27600,27517,27439,27304,27214,27040,26797
KY,Casey," ""21045""",5,Population (persons) 1/,Number of persons,13021,12919,12983,13287,13687,13969,14356,14451,14629,14699,14874,14876,15075,15154,15077,15241,14939,14779,14634,14367,14291,14193,14255,14530,14712,14601,14678,14753,14873,15186,15311,15466,15563,15679,15690,15784,15845,15900,15908,15970,15946,15984,15911,16024,16011,15782,15749,15775,15818,15926,16159
KY,Christian," ""21047""",5,Population (persons) 1/,Number of persons,56236,56738,59218,58969,66075,68745,66310,66022,66268,67757,67418,66921,66925,68283,69230,69029,70492,69473,69367,69245,69140,68823,67610,71207,70970,71703,72420,73588,73780,72895,72388,72730,73397,73098,71547,71700,72892,70592,73128,72034,73457,74130,73464,74892,73612,73282,73075,71796,71024,70712,70461
KY,Clark," ""21049""",5,Population (persons) 1/,Number of persons,23775,24263,25220,25956,26077,26544,26773,27126,27497,28165,28397,28382,28553,28752,28771,29017,28994,28975,29174,29476,29361,29570,29781,30129,30438,30628,31014,31701,31895,32247,32831,33234,33390,33407,33672,34025,34377,34823,35207,35256,35607,35603,35434,35685,35550,35622,35660,35851,35899,36180,36263
KY,Clay," ""21051""",5,Population (persons) 1/,Number of persons,18695,18618,19248,19272,19667,20294,21209,21768,22271,22265,22550,22743,22651,22996,23198,23337,23282,23113,22664,22540,22064,21725,22108,22582,23243,23357,23595,23776,23923,24309,24522,24458,24203,23995,23635,23278,22946,22718,22332,22289,21950,21660,21591,21518,21186,21081,20974,20626,20251,20088,19901
KY,Clinton," ""21053""",5,Population (persons) 1/,Number of persons,8227,8196,8324,8650,8720,8850,8916,8964,9137,9222,9312,9361,9499,9497,9567,9664,9587,9459,9296,9135,9123,9162,9210,9198,9285,9288,9354,9337,9365,9456,9619,9637,9696,9762,9825,9886,9932,9942,10120,10253,10227,10244,10158,10270,10175,10203,10183,10200,10212,10152,10218
KY,Crittenden," ""21055""",5,Population (persons) 1/,Number of persons,8489,8531,8718,8962,9043,9167,8920,9010,9073,9074,9227,9217,9236,9129,9222,9309,9217,8992,8901,9110,9143,9187,9193,9202,9320,9236,9255,9244,9220,9377,9344,9408,9310,9217,9234,9126,9138,9264,9278,9408,9301,9297,9249,9220,9178,9175,9168,9131,8999,8896,8806
KY,Cumberland," ""21057""",5,Population (persons) 1/,Number of persons,6932,6838,6861,6829,6964,6971,7051,7184,7394,7413,7413,7318,7418,7286,7256,7252,7079,7016,6861,6858,6881,6778,6781,6779,6870,6922,7050,7103,7061,7070,7090,7167,7157,7164,7151,7189,7066,7073,6959,6917,6855,6864,6870,6855,6790,6722,6737,6731,6710,6693,6614
KY,Daviess," ""21059""",5,Population (persons) 1/,Number of persons,78607,79519,80299,80313,81418,81997,82502,82796,83098,84104,85502,86092,86443,86822,87417,88432,88076,87735,87181,86716,86998,87264,87840,88653,89300,90054,90458,90620,90785,90902,91325,91657,91707,91821,92457,92769,93150,93908,94647,95411,96261,96704,97159,97840,98294,98441,99485,100032,100461,100883,101511
KY,Edmonson," ""21061""",5,Population (persons) 1/,Number of persons,8685,8898,9557,9628,9262,9450,9733,9841,9999,9930,9886,9983,10044,10357,10737,10522,10485,10358,10322,10234,10305,10348,10366,10247,10381,10546,10818,11036,11231,11388,11602,11639,11728,11763,11809,11804,11987,11957,12055,12127,12122,12228,12229,12091,12058,12007,11991,12076,12226,12249,12150
KY,Elliott," ""21063""",5,Population (persons) 1/,Number of persons,5969,5924,5977,5958,5981,5968,6163,6262,6446,6714,6852,6907,6887,6847,6885,6692,6563,6502,6552,6565,6562,6449,6555,6592,6644,6624,6629,6659,6672,6703,6652,6767,6694,6700,6782,6748,6867,7151,7134,7556,7727,7843,7782,7633,7551,7532,7548,7491,7493,7499,7517
KY,Estill," ""21065""",5,Population (persons) 1/,Number of persons,12717,12817,13185,13580,13394,13490,13700,13911,14240,14435,14555,14512,14544,14547,14850,14961,14930,14880,14849,14663,14598,14674,14864,15117,15229,15270,15338,15338,15233,15368,15291,15307,15293,15193,15014,14913,14780,14786,14778,14752,14672,14713,14654,14503,14482,14441,14373,14315,14178,14150,14106
KY,Fayette," ""21067""",5,Population (persons) 1/,Number of persons,169344,174834,179033,185423,188464,193935,193375,197153,199560,199891,203129,204598,205808,207987,209133,209228,214280,217701,220526,222912,222904,226641,230440,235348,240074,243602,245579,248683,251066,255017,258704,261408,263990,265822,269904,272377,275540,279971,283291,287683,292514,296848,301696,305947,309865,311784,315819,319644,321964,322426,323152
KY,Fleming," ""21069""",5,Population (persons) 1/,Number of persons,11314,11408,11670,11781,11657,11625,11872,12057,11972,11838,11963,12348,12420,12553,12443,12350,12392,12289,12258,12382,12339,12285,12425,12576,12700,12827,12996,13135,13213,13509,13606,13837,14016,14068,14230,14271,14270,14235,14349,14345,14280,14400,14483,14525,14536,14476,14578,14481,14439,14485,14581
KY,Floyd," ""21071""",5,Population (persons) 1/,Number of persons,36404,36238,38301,39879,40243,40939,42930,45477,46882,47597,48427,48783,48739,48742,49072,48264,47460,46555,46024,45262,44126,43529,43722,43727,43808,43727,43558,43173,42921,42804,42626,42316,41844,41671,41325,41128,40847,40429,40261,39964,39643,39930,39752,39126,38474,37998,37531,36968,36296,35896,35589
KY,Franklin," ""21073""",5,Population (persons) 1/,Number of persons,33933,34572,35395,35667,36957,37459,38259,38963,40352,41097,41563,42030,42723,42514,43005,43515,43320,43369,43636,43608,43749,44225,44329,44954,45383,45641,46214,46416,46669,46965,47163,47888,48185,48293,48246,48536,48620,48699,48795,49301,49253,49253,49313,49453,49478,49725,50070,50292,50492,50801,50991
KY,Fulton," ""21075""",5,Population (persons) 1/,Number of persons,10274,10223,10401,9957,9505,9205,9303,9307,9274,9024,8805,8947,8833,8849,8745,8682,8590,8683,8478,8486,8326,8259,8214,8217,7826,7592,7611,8013,7927,7893,7843,7697,7753,7563,7427,7274,7090,6871,6861,6945,6793,6807,6747,6564,6389,6266,6266,6185,6163,6066,5969
KY,Gallatin," ""21077""",5,Population (persons) 1/,Number of persons,4084,4146,4236,4338,4464,4542,4552,4612,4633,4773,4771,4840,4820,4743,4856,4891,4879,4955,5103,5228,5255,5437,5550,5742,5931,6224,6383,6699,7120,7577,7874,7866,8004,7891,8094,8119,8225,8253,8337,8420,8533,8612,8619,8552,8578,8636,8613,8719,8720,8766,8869
KY,Garrard," ""21079""",5,Population (persons) 1/,Number of persons,9482,9422,9421,9442,9692,9770,10367,10312,10494,10727,10965,10939,11256,11203,11298,11427,11433,11458,11297,11335,11495,11611,11881,12195,12343,12672,13061,13357,13735,14066,14529,14844,15090,15505,15790,15941,16315,16595,16887,16906,16900,16941,16868,17006,16992,16972,17207,17382,17449,17519,17666
KY,Grant," ""21081""",5,Population (persons) 1/,Number of persons,9946,10115,10599,10876,11336,11241,11520,11879,12133,12270,12462,13337,13423,13539,13747,13836,13859,13794,13884,14584,15163,15931,16401,17070,17663,18332,19187,19929,20501,21147,21804,22485,22972,23307,23619,23856,23993,24253,24544,24856,24697,24677,24765,24521,24565,24829,24736,24910,24973,25065,25069
KY,Graves," ""21083""",5,Population (persons) 1/,Number of persons,30840,31000,31474,31648,31990,32412,32687,33122,33096,33594,33848,34131,34373,33744,33532,33242,33416,33631,33234,32982,33315,33677,33837,34173,34563,35067,35387,35960,36142,36520,36851,37049,36869,36770,36898,36789,36926,36859,36932,36862,36932,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266
KY,Grayson," ""21085""",5,Population (persons) 1/,Number of persons,16370,16590,17393,17803,17843,18004,18650,19441,20009,20310,20393,20893,20998,21103,21196,21458,21365,21171,21222,21119,20953,21111,21491,21668,22240,22524,22726,22878,23288,23777,23895,24094,24170,24235,24648,24962,25181,25294,25444,25558,25619,25786,25752,25792,25948,26066,26138,26093,26286,26293,26427
KY,Green," ""21087""",5,Population (persons) 1/,Number of persons,10425,10356,10430,10591,10494,10651,10725,10711,10787,10860,10983,11055,11078,10816,10723,10931,10729,10712,10500,10513,10471,10386,10457,10574,10634,10693,10902,11049,11147,11254,11404,11526,11566,11543,11557,11408,11406,11454,11412,11432,11359,11230,11191,11277,11154,11017,10951,10969,11036,10998,10941
KY,Greenup," ""21089""",5,Population (persons) 1/,Number of persons,32765,33261,33827,34107,34190,34425,35233,36245,37119,37978,38597,39105,38899,38483,38405,38162,37676,36911,36837,36851,36752,36804,36764,37118,37167,37300,37203,37268,37242,37128,36920,36836,36804,36600,36681,36579,36530,36827,36939,37106,37053,36885,36841,36686,36483,36303,36006,35824,35514,35332,35098
KY,Hancock," ""21091""",5,Population (persons) 1/,Number of persons,6911,7122,7316,7282,7168,7285,7387,7428,7416,7464,7496,7740,7715,7974,8056,8144,8042,8039,7966,7938,7840,7851,7754,7701,7782,7882,8167,8301,8392,8416,8373,8424,8431,8424,8426,8389,8508,8542,8536,8567,8558,8551,8588,8642,8626,8681,8641,8723,8778,8738,8722
KY,Hardin," ""21093""",5,Population (persons) 1/,Number of persons,77202,78328,78745,76844,69600,74778,79728,86664,86466,83701,85326,88418,86223,86113,86909,86818,87625,87853,87541,89490,89122,89502,86288,84589,89873,91231,91520,90583,91405,92278,93269,92919,93715,94136,93929,95015,96652,97539,98728,99926,101254,106950,107497,108198,108969,108483,106272,106964,108161,110279,110958
KY,Harlan," ""21095""",5,Population (persons) 1/,Number of persons,38498,37643,39052,40328,40372,40465,41230,42253,42651,42762,42245,41985,42262,42460,42325,41412,41044,40363,38932,38255,36908,36514,36401,36113,35918,35680,35658,35047,34771,34230,33647,32935,32184,31938,31291,30614,30277,30113,29969,29591,29534,29222,29129,28681,28489,28014,27506,26996,26676,26309,26010
KY,Harrison," ""21097""",5,Population (persons) 1/,Number of persons,14108,14141,14224,14234,14597,14753,14860,14998,15006,15038,15223,15198,15292,15433,15379,15582,15708,15722,15907,15887,16195,16268,16443,16606,16721,16770,16953,17162,17315,17646,17845,17997,18007,18009,18171,18233,18314,18483,18725,18876,18894,18810,18689,18622,18571,18636,18641,18569,18735,18780,18886
KY,Hart," ""21099""",5,Population (persons) 1/,Number of persons,13977,14099,14584,14658,14722,14720,14888,15051,15247,15157,14881,15361,15161,15592,15395,15869,15315,15004,15049,14943,14907,14919,15230,15544,15729,16032,16295,16457,16669,16928,17112,17535,17291,17573,17741,17821,18040,18109,18172,18320,18197,18188,18289,18401,18464,18512,18421,18541,18745,18902,19035
KY,Henderson," ""21101""",5,Population (persons) 1/,Number of persons,35779,35991,36105,36269,36984,37177,37285,37594,38292,39230,40030,40965,41329,41582,41921,42678,42703,42723,42624,42500,43002,43112,43277,43889,44247,44299,44484,44597,44747,44797,44801,44827,44865,45091,45214,45362,45521,45633,45696,46046,46037,46260,46334,46419,46338,46366,46344,46212,45867,45512,45210
KY,Henry," ""21103""",5,Population (persons) 1/,Number of persons,10909,10904,10935,10960,11081,11344,11577,11662,11880,12063,12568,12760,12812,12865,12928,13065,13100,13028,13060,12874,12725,12851,13175,13455,13709,13821,14189,14420,14667,14733,14976,15032,15113,15107,15259,15327,15368,15475,15465,15511,15530,15376,15375,15336,15432,15547,15563,15834,15972,16061,16126
KY,Hickman," ""21105""",5,Population (persons) 1/,Number of persons,6304,6309,6494,6409,6465,6450,6348,6169,6107,5958,6068,6068,6064,5992,5848,5909,5836,5663,5601,5581,5600,5574,5615,5593,5570,5423,5368,5379,5349,5322,5298,5240,5234,5225,5186,5093,5061,5002,4955,4957,4945,4860,4783,4737,4708,4679,4612,4607,4518,4431,4380
KY,Hopkins," ""21107""",5,Population (persons) 1/,Number of persons,38176,38359,39438,40499,41199,42302,43697,44807,45379,46420,46421,46280,46587,46774,47135,46766,47046,46875,46920,46889,46226,46110,46325,46464,46374,46382,46803,46835,46644,46878,46679,46463,46148,46374,46668,46759,46640,46727,46834,47051,46921,46841,46844,46607,46424,46155,46055,45598,45293,45024,44686
KY,Jackson," ""21109""",5,Population (persons) 1/,Number of persons,10057,9980,10030,10379,10569,10669,10919,11168,11501,11509,11836,12044,12207,12171,12084,12074,12132,11932,11910,12003,11911,11997,12198,12377,12463,12714,12915,13033,13184,13296,13461,13507,13611,13559,13512,13476,13596,13577,13606,13650,13463,13480,13384,13307,13391,13307,13325,13364,13422,13403,13329
KY,Jefferson," ""21111""",5,Population (persons) 1/,Number of persons,686605,696224,705640,703297,709641,711620,708162,704875,698258,695646,692124,684359,681161,681903,680212,677890,675069,673515,671687,667400,666029,666048,669393,673838,676735,679229,682143,683936,686321,688555,691879,694399,697159,699810,703970,706828,710018,715149,723040,730194,736705,742054,746361,751629,759183,761725,764946,767464,769828,768101,766757
KY,Jessamine," ""21113""",5,Population (persons) 1/,Number of persons,17044,17497,18023,18903,20148,21760,22426,23138,24437,25746,26793,26187,26611,26759,27283,27794,27917,28453,28976,29682,29992,30721,31531,32475,33356,34125,34947,36017,36967,37620,38419,39216,39819,40760,41545,42348,43503,45024,46044,47429,48153,48682,48892,49467,50120,50871,51809,52219,53259,53757,54115
